{'offset': -487609773.0, 'RTT': 153340816.0, 'smoothed_offset': -487609773.0, 'smoothed_RTT': 153340816.0, 'drop_rate': 0.0, 'current_system_time': (1589143488.0, 834543943.0), 'adjusted_system_time': (1589143488.0, 346934170.0), 'current_drift': -48024564.70599381, 'average_drift': -48024564.70599381, 'average_RTT': 153340816.0}
{'offset': 185301863.0, 'RTT': 19432306.0, 'smoothed_offset': -24046608.5, 'smoothed_RTT': 14882088.0, 'drop_rate': 0.0, 'current_system_time': (1589144303.0, 46195268.0), 'adjusted_system_time': (1589144303.0, 22148659.5), 'current_drift': 18494247.711922213, 'average_drift': 7240464.256791596, 'average_RTT': 130296963.20987654}
{'offset': 414446718.5, 'RTT': 14759779.0, 'smoothed_offset': 414446718.5, 'smoothed_RTT': 14759779.0, 'drop_rate': 0.0, 'current_system_time': (1589144313.0, 116547346.0), 'adjusted_system_time': (1589144313.0, 530994064.5), 'current_drift': 41383590.58487408, 'average_drift': 7656843.846158455, 'average_RTT': 128887973.15853658}
{'offset': -99173936.0, 'RTT': 150211096.0, 'smoothed_offset': 414446718.5, 'smoothed_RTT': 14759779.0, 'drop_rate': 0.0, 'current_system_time': (1589144323.0, 333318710.0), 'adjusted_system_time': (1589144323.0, 747765428.5), 'current_drift': -9770627.927047007, 'average_drift': 7446874.306722244, 'average_RTT': 129144878.25301205}
{'offset': -416108219.0, 'RTT': 160335303.0, 'smoothed_offset': 414446718.5, 'smoothed_RTT': 14759779.0, 'drop_rate': 0.0, 'current_system_time': (1589144333.0, 547569990.0), 'adjusted_system_time': (1589144333.0, 962016708.5), 'current_drift': -40954181.78543157, 'average_drift': 6870671.258006128, 'average_RTT': 129516192.83333333}
{'offset': 277005776.0, 'RTT': 153583765.0, 'smoothed_offset': 414446718.5, 'smoothed_RTT': 14759779.0, 'drop_rate': 0.0, 'current_system_time': (1589144343.0, 755710601.0), 'adjusted_system_time': (1589144344.0, 170157319.5), 'current_drift': 27281576.870902978, 'average_drift': 7110799.559334326, 'average_RTT': 129799340.74117647}
{'offset': -49116659.5, 'RTT': 136053801.0, 'smoothed_offset': 414446718.5, 'smoothed_RTT': 14759779.0, 'drop_rate': 0.0, 'current_system_time': (1589144353.0, 949143648.0), 'adjusted_system_time': (1589144354.0, 363590366.5), 'current_drift': -4845737.844757125, 'average_drift': 6971770.054635588, 'average_RTT': 129872067.02325581}
{'offset': 193957640.0, 'RTT': 158528567.0, 'smoothed_offset': 414446718.5, 'smoothed_RTT': 14759779.0, 'drop_rate': 0.0, 'current_system_time': (1589144364.0, 121223449.0), 'adjusted_system_time': (1589144364.0, 535670167.5), 'current_drift': 19093084.07421049, 'average_drift': 7111095.5031364495, 'average_RTT': 130201452.08045977}
{'offset': 733268835.0, 'RTT': 157902002.0, 'smoothed_offset': 414446718.5, 'smoothed_RTT': 14759779.0, 'drop_rate': 0.0, 'current_system_time': (1589144374.0, 290132999.0), 'adjusted_system_time': (1589144374.0, 704579717.5), 'current_drift': 72187035.753606, 'average_drift': 7850594.824164513, 'average_RTT': 130516231.05681819}
{'offset': 384095708.5, 'RTT': 147869348.0, 'smoothed_offset': -49116659.5, 'smoothed_RTT': 136053801.0, 'drop_rate': 0.0, 'current_system_time': (1589144384.0, 479261636.0), 'adjusted_system_time': (1589144384.0, 430144976.5), 'current_drift': 37849887.03817908, 'average_drift': 8187665.523198384, 'average_RTT': 130711209.8988764}
{'offset': 69552276.5, 'RTT': 162010432.0, 'smoothed_offset': -49116659.5, 'smoothed_RTT': 136053801.0, 'drop_rate': 0.0, 'current_system_time': (1589144394.0, 695252180.0), 'adjusted_system_time': (1589144394.0, 646135520.5), 'current_drift': 6844342.166878814, 'average_drift': 8172739.708128166, 'average_RTT': 131058979.03333333}
{'offset': -220914545.0, 'RTT': 151873112.0, 'smoothed_offset': -49116659.5, 'smoothed_RTT': 136053801.0, 'drop_rate': 0.0, 'current_system_time': (1589144404.0, 901744365.0), 'adjusted_system_time': (1589144404.0, 852627705.5), 'current_drift': -21760963.968202915, 'average_drift': 7843797.909487165, 'average_RTT': 131287705.76923077}
{'offset': -775664538.0, 'RTT': 14700889.0, 'smoothed_offset': -775664538.0, 'smoothed_RTT': 14700889.0, 'drop_rate': 0.0, 'current_system_time': (1589144414.0, 967869043.0), 'adjusted_system_time': (1589144414.0, 192204505.0), 'current_drift': -77452591.60480554, 'average_drift': 6916663.240853548, 'average_RTT': 130020457.76086956}
{'offset': 394448633.0, 'RTT': 147518396.0, 'smoothed_offset': -775664538.0, 'smoothed_RTT': 14700889.0, 'drop_rate': 0.0, 'current_system_time': (1589144425.0, 175702810.0), 'adjusted_system_time': (1589144425.0, -599961728.0), 'current_drift': 38871438.08041637, 'average_drift': 7260262.970311212, 'average_RTT': 130208607.63440861}
{'offset': -139897244.5, 'RTT': 19578934.0, 'smoothed_offset': -775664538.0, 'smoothed_RTT': 14700889.0, 'drop_rate': 0.0, 'current_system_time': (1589144435.0, 249591112.0), 'adjusted_system_time': (1589144435.0, -526073426.0), 'current_drift': -13962387.583502019, 'average_drift': 7034490.092079156, 'average_RTT': 129031696.21276596}
{'offset': 304019759.0, 'RTT': 148239374.0, 'smoothed_offset': -775664538.0, 'smoothed_RTT': 14700889.0, 'drop_rate': 0.0, 'current_system_time': (1589144445.0, 451598405.0), 'adjusted_system_time': (1589144445.0, -324066133.0), 'current_drift': 29957882.13065854, 'average_drift': 7275788.955643149, 'average_RTT': 129233882.29473685}
{'offset': -249607332.5, 'RTT': 17404318.0, 'smoothed_offset': -775664538.0, 'smoothed_RTT': 14700889.0, 'drop_rate': 0.0, 'current_system_time': (1589144455.0, 522405862.0), 'adjusted_system_time': (1589144455.0, -253258676.0), 'current_drift': -24917366.273365587, 'average_drift': 6940443.588674308, 'average_RTT': 128068991.0}
{'offset': 206205084.0, 'RTT': 155303001.0, 'smoothed_offset': -775664538.0, 'smoothed_RTT': 14700889.0, 'drop_rate': 0.0, 'current_system_time': (1589144465.0, 733258485.0), 'adjusted_system_time': (1589144465.0, -42406053.0), 'current_drift': 20305163.123118516, 'average_drift': 7078224.202431465, 'average_RTT': 128349753.98969072}
{'offset': -316986578.5, 'RTT': 19504309.0, 'smoothed_offset': -775664538.0, 'smoothed_RTT': 14700889.0, 'drop_rate': 0.0, 'current_system_time': (1589144475.0, 808501482.0), 'adjusted_system_time': (1589144475.0, 32836944.0), 'current_drift': -31636952.16092351, 'average_drift': 6683171.382397231, 'average_RTT': 127239086.18367347}
{'offset': -1866035.0, 'RTT': 151319504.0, 'smoothed_offset': -249607332.5, 'smoothed_RTT': 17404318.0, 'drop_rate': 0.0, 'current_system_time': (1589144485.0, 969516038.0), 'adjusted_system_time': (1589144485.0, 719908705.5), 'current_drift': -183821.91588637442, 'average_drift': 6613807.813727699, 'average_RTT': 127482322.72727273}
{'offset': 163701399.0, 'RTT': 19475937.0, 'smoothed_offset': -249607332.5, 'smoothed_RTT': 17404318.0, 'drop_rate': 0.0, 'current_system_time': (1589144496.0, 42987823.0), 'adjusted_system_time': (1589144496.0, -206619509.5), 'current_drift': 16338319.491889011, 'average_drift': 6711052.930509312, 'average_RTT': 126402258.87}
{'offset': 654078457.5, 'RTT': 157804727.0, 'smoothed_offset': -249607332.5, 'smoothed_RTT': 17404318.0, 'drop_rate': 0.0, 'current_system_time': (1589144506.0, 255146026.0), 'adjusted_system_time': (1589144506.0, 5538693.5), 'current_drift': 64391714.06410518, 'average_drift': 7282148.58529739, 'average_RTT': 126713174.3960396}
{'offset': -22223703.0, 'RTT': 14213562.0, 'smoothed_offset': -22223703.0, 'smoothed_RTT': 14213562.0, 'drop_rate': 0.0, 'current_system_time': (1589144516.0, 285030841.0), 'adjusted_system_time': (1589144516.0, 262807138.0), 'current_drift': -2219216.0035741804, 'average_drift': 7188997.95207316, 'average_RTT': 125610237.01960784}
{'offset': 432041646.5, 'RTT': 150585413.0, 'smoothed_offset': -22223703.0, 'smoothed_RTT': 14213562.0, 'drop_rate': 0.0, 'current_system_time': (1589144526.0, 490454435.0), 'adjusted_system_time': (1589144526.0, 468230732.0), 'current_drift': 42563224.57487802, 'average_drift': 7532437.045498448, 'average_RTT': 125852714.45631067}
{'offset': -639397837.0, 'RTT': 20313263.0, 'smoothed_offset': -22223703.0, 'smoothed_RTT': 14213562.0, 'drop_rate': 0.0, 'current_system_time': (1589144536.0, 704423904.0), 'adjusted_system_time': (1589144536.0, 682200201.0), 'current_drift': -63810164.43477631, 'average_drift': 6846450.492803499, 'average_RTT': 124837912.03846154}
{'offset': -357522460.5, 'RTT': 148988009.0, 'smoothed_offset': -22223703.0, 'smoothed_RTT': 14213562.0, 'drop_rate': 0.0, 'current_system_time': (1589144546.0, 861267566.0), 'adjusted_system_time': (1589144546.0, 839043863.0), 'current_drift': -35227400.030717686, 'average_drift': 6445747.15448425, 'average_RTT': 125067912.96190476}
{'offset': -16950199.5, 'RTT': 14562607.0, 'smoothed_offset': -22223703.0, 'smoothed_RTT': 14213562.0, 'drop_rate': 0.0, 'current_system_time': (1589144556.0, 893116474.0), 'adjusted_system_time': (1589144556.0, 870892771.0), 'current_drift': -1692555.1484547227, 'average_drift': 6368970.71766407, 'average_RTT': 124025410.0754717}
{'offset': -698573446.5, 'RTT': 152868986.0, 'smoothed_offset': -22223703.0, 'smoothed_RTT': 14213562.0, 'drop_rate': 0.0, 'current_system_time': (1589144567.0, 58891773.0), 'adjusted_system_time': (1589144567.0, 36668070.0), 'current_drift': -68805521.61790696, 'average_drift': 5666405.368733501, 'average_RTT': 124294976.20560747}
{'offset': 476443130.5, 'RTT': 29591799.0, 'smoothed_offset': -22223703.0, 'smoothed_RTT': 14213562.0, 'drop_rate': 0.0, 'current_system_time': (1589144577.0, 143388271.0), 'adjusted_system_time': (1589144577.0, 121164568.0), 'current_drift': 47503740.93465137, 'average_drift': 6053788.105454963, 'average_RTT': 123418094.93518518}
{'offset': -193598341.0, 'RTT': 152156114.0, 'smoothed_offset': -16950199.5, 'smoothed_RTT': 14562607.0, 'drop_rate': 0.0, 'current_system_time': (1589144587.0, 304714441.0), 'adjusted_system_time': (1589144587.0, 287764241.5), 'current_drift': -19069677.30066961, 'average_drift': 5823297.597141894, 'average_RTT': 123681746.48623854}
{'offset': 276480218.5, 'RTT': 15035153.0, 'smoothed_offset': -16950199.5, 'smoothed_RTT': 14562607.0, 'drop_rate': 0.0, 'current_system_time': (1589144597.0, 374944448.0), 'adjusted_system_time': (1589144597.0, 357994248.5), 'current_drift': 27606515.032269303, 'average_drift': 6021326.846552143, 'average_RTT': 122694050.18181819}
{'offset': -285889377.0, 'RTT': 147101164.0, 'smoothed_offset': -16950199.5, 'smoothed_RTT': 14562607.0, 'drop_rate': 0.0, 'current_system_time': (1589144607.0, 577274322.0), 'adjusted_system_time': (1589144607.0, 560324122.5), 'current_drift': -28174487.70632952, 'average_drift': 5713256.445174832, 'average_RTT': 122913934.0900901}
{'offset': 187457806.5, 'RTT': 21771431.0, 'smoothed_offset': -16950199.5, 'smoothed_RTT': 14562607.0, 'drop_rate': 0.0, 'current_system_time': (1589144617.0, 652919769.0), 'adjusted_system_time': (1589144617.0, 635969569.5), 'current_drift': 18705057.06407784, 'average_drift': 5829254.664986466, 'average_RTT': 122010876.02678572}
{'offset': -365439248.5, 'RTT': 150391101.0, 'smoothed_offset': 276480218.5, 'smoothed_RTT': 15035153.0, 'drop_rate': 0.0, 'current_system_time': (1589144627.0, 857154607.0), 'adjusted_system_time': (1589144628.0, 133634825.5), 'current_drift': -36002479.59549042, 'average_drift': 5459062.326398174, 'average_RTT': 122262028.46017699}
{'offset': -890418186.5, 'RTT': 18986463.0, 'smoothed_offset': 276480218.5, 'smoothed_RTT': 15035153.0, 'drop_rate': 0.0, 'current_system_time': (1589144637.0, 929849386.0), 'adjusted_system_time': (1589144638.0, 206329604.5), 'current_drift': -88873080.10528849, 'average_drift': 4631587.3927868875, 'average_RTT': 121356102.44736843}
{'offset': 195232470.0, 'RTT': 158035993.0, 'smoothed_offset': 276480218.5, 'smoothed_RTT': 15035153.0, 'drop_rate': 0.0, 'current_system_time': (1589144648.0, 119664430.0), 'adjusted_system_time': (1589144648.0, 396144648.5), 'current_drift': 19219509.571981885, 'average_drift': 4758438.889997279, 'average_RTT': 121675058.01739131}
{'offset': 629245408.0, 'RTT': 21508932.0, 'smoothed_offset': 276480218.5, 'smoothed_RTT': 15035153.0, 'drop_rate': 0.0, 'current_system_time': (1589144658.0, 179219007.0), 'adjusted_system_time': (1589144658.0, 455699225.5), 'current_drift': 62789487.31869473, 'average_drift': 5258706.54886536, 'average_RTT': 120811556.93103448}
{'offset': 85758891.0, 'RTT': 144842148.0, 'smoothed_offset': -890418186.5, 'smoothed_RTT': 18986463.0, 'drop_rate': 0.0, 'current_system_time': (1589144668.0, 381531476.0), 'adjusted_system_time': (1589144668.0, -508886710.5), 'current_drift': 8453447.549886905, 'average_drift': 5286012.02750657, 'average_RTT': 121016946.59829059}
{'offset': 549716195.0, 'RTT': 19249678.0, 'smoothed_offset': -890418186.5, 'smoothed_RTT': 18986463.0, 'drop_rate': 0.0, 'current_system_time': (1589144678.0, 455916643.0), 'adjusted_system_time': (1589144678.0, -434501543.5), 'current_drift': 54866004.20858382, 'average_drift': 5706181.452769937, 'average_RTT': 120154512.11864407}
{'offset': 71418065.5, 'RTT': 156302452.0, 'smoothed_offset': -890418186.5, 'smoothed_RTT': 18986463.0, 'drop_rate': 0.0, 'current_system_time': (1589144688.0, 682929754.0), 'adjusted_system_time': (1589144688.0, -207488432.5), 'current_drift': 7031896.286816095, 'average_drift': 5717321.913560241, 'average_RTT': 120458276.31932773}
{'offset': -254938342.5, 'RTT': 159692526.0, 'smoothed_offset': -890418186.5, 'smoothed_RTT': 18986463.0, 'drop_rate': 0.0, 'current_system_time': (1589144698.0, 896225929.0), 'adjusted_system_time': (1589144698.0, 5807742.5), 'current_drift': -25093115.94298538, 'average_drift': 5460568.264755694, 'average_RTT': 120785228.4}
{'offset': 163867043.0, 'RTT': 159570456.0, 'smoothed_offset': 549716195.0, 'smoothed_RTT': 19249678.0, 'drop_rate': 0.0, 'current_system_time': (1589144709.0, 111599683.0), 'adjusted_system_time': (1589144709.0, 661315878.0), 'current_drift': 16129327.879529003, 'average_drift': 5548739.831819937, 'average_RTT': 121105767.47107439}
{'offset': -104461798.5, 'RTT': 150841475.0, 'smoothed_offset': 549716195.0, 'smoothed_RTT': 19249678.0, 'drop_rate': 0.0, 'current_system_time': (1589144719.0, 325387954.0), 'adjusted_system_time': (1589144719.0, 875104149.0), 'current_drift': -10290949.64760052, 'average_drift': 5418906.3114968175, 'average_RTT': 121349502.77868852}
{'offset': -441204892.5, 'RTT': 155533552.0, 'smoothed_offset': 549716195.0, 'smoothed_RTT': 19249678.0, 'drop_rate': 0.0, 'current_system_time': (1589144729.0, 535562753.0), 'adjusted_system_time': (1589144730.0, 85278948.0), 'current_drift': -43444777.19864462, 'average_drift': 5021640.591902171, 'average_RTT': 121627421.87804878}
{'offset': 270554169.5, 'RTT': 149518728.0, 'smoothed_offset': 549716195.0, 'smoothed_RTT': 19249678.0, 'drop_rate': 0.0, 'current_system_time': (1589144739.0, 741216659.0), 'adjusted_system_time': (1589144740.0, 290932854.0), 'current_drift': 26656847.161984958, 'average_drift': 5196118.064241549, 'average_RTT': 121852351.76612903}
{'offset': -55853005.5, 'RTT': 156628847.0, 'smoothed_offset': 270554169.5, 'smoothed_RTT': 149518728.0, 'drop_rate': 0.0, 'current_system_time': (1589144749.0, 953223228.0), 'adjusted_system_time': (1589144750.0, 223777397.5), 'current_drift': -5499167.720054819, 'average_drift': 5110555.777967177, 'average_RTT': 122130563.728}
{'offset': 119128815.0, 'RTT': 14507293.0, 'smoothed_offset': 119128815.0, 'smoothed_RTT': 14507293.0, 'drop_rate': 0.0, 'current_system_time': (1589144760.0, 21595954.0), 'adjusted_system_time': (1589144760.0, 140724769.0), 'current_drift': 11895624.169475554, 'average_drift': 5164405.527106132, 'average_RTT': 121276410.78571428}
{'offset': 426920880.0, 'RTT': 153853417.0, 'smoothed_offset': 119128815.0, 'smoothed_RTT': 14507293.0, 'drop_rate': 0.0, 'current_system_time': (1589144770.0, 185808897.0), 'adjusted_system_time': (1589144770.0, 304937712.0), 'current_drift': 42045208.10643489, 'average_drift': 5454805.547415809, 'average_RTT': 121532922.6456693}
{'offset': 44305482.5, 'RTT': 156761885.0, 'smoothed_offset': 119128815.0, 'smoothed_RTT': 14507293.0, 'drop_rate': 0.0, 'current_system_time': (1589144780.0, 376349687.0), 'adjusted_system_time': (1589144780.0, 495478502.0), 'current_drift': 4362166.11176368, 'average_drift': 5446269.301824776, 'average_RTT': 121808148.9140625}
{'offset': -239916004.0, 'RTT': 159848451.0, 'smoothed_offset': 119128815.0, 'smoothed_RTT': 14507293.0, 'drop_rate': 0.0, 'current_system_time': (1589144790.0, 593363761.0), 'adjusted_system_time': (1589144790.0, 712492576.0), 'current_drift': -23614132.15532618, 'average_drift': 5220994.871924382, 'average_RTT': 122103034.97674419}
{'offset': 236309984.0, 'RTT': 14916420.0, 'smoothed_offset': 119128815.0, 'smoothed_RTT': 14507293.0, 'drop_rate': 0.0, 'current_system_time': (1589144800.0, 663894414.0), 'adjusted_system_time': (1589144800.0, 783023229.0), 'current_drift': 23595801.9108461, 'average_drift': 5362339.541454549, 'average_RTT': 121278522.55384615}
{'offset': -314122204.5, 'RTT': 161265612.0, 'smoothed_offset': 119128815.0, 'smoothed_RTT': 14507293.0, 'drop_rate': 0.0, 'current_system_time': (1589144810.0, 880104780.0), 'adjusted_system_time': (1589144810.0, 999233595.0), 'current_drift': -30913688.9531788, 'average_drift': 5085423.293403913, 'average_RTT': 121583767.51145038}
{'offset': 111010462.5, 'RTT': 153360605.0, 'smoothed_offset': 119128815.0, 'smoothed_RTT': 14507293.0, 'drop_rate': 0.0, 'current_system_time': (1589144821.0, 90010881.0), 'adjusted_system_time': (1589144821.0, 209139696.0), 'current_drift': 10933371.404669026, 'average_drift': 5129725.930610467, 'average_RTT': 121824501.12878788}
{'offset': 724452058.0, 'RTT': 152322769.0, 'smoothed_offset': 236309984.0, 'smoothed_RTT': 14916420.0, 'drop_rate': 0.0, 'current_system_time': (1589144831.0, 279007673.0), 'adjusted_system_time': (1589144831.0, 515317657.0), 'current_drift': 71358257.06922026, 'average_drift': 5627684.811351894, 'average_RTT': 122053811.41353384}
{'offset': 114538314.5, 'RTT': 159373283.0, 'smoothed_offset': 236309984.0, 'smoothed_RTT': 14916420.0, 'drop_rate': 0.0, 'current_system_time': (1589144841.0, 699647903.0), 'adjusted_system_time': (1589144841.0, 935957887.0), 'current_drift': 11274151.594730806, 'average_drift': 5669822.623168156, 'average_RTT': 122332314.93283582}
{'offset': -185102631.5, 'RTT': 157881498.0, 'smoothed_offset': 236309984.0, 'smoothed_RTT': 14916420.0, 'drop_rate': 0.0, 'current_system_time': (1589144851.0, 911828279.0), 'adjusted_system_time': (1589144852.0, 148138263.0), 'current_drift': -18222562.601901304, 'average_drift': 5492841.991871345, 'average_RTT': 122595642.21481481}
